POA,V,I,P,Energy
868,581,14,1317,659
682,572,15,1388,694
682,572,15,1388,694
624,570,16,1476,738
624,570,16,1476,738
686,582,13,1215,608
686,582,13,1215,608
526,594,9,892,446
526,594,9,892,446
274,606,6,555,277
274,606,6,555,277
33,608,2,161,81
33,608,2,161,81
134,607,1,62,31
134,607,1,62,31
370,623,3,328,164
370,623,3,328,164
586,574,9,814,407
586,574,9,814,407
758,594,12,1138,569
758,594,12,1138,569
864,580,14,1326,663
864,580,14,1326,663
893,575,15,1374,687
893,575,15,1374,687
840,564,16,1497,748
840,564,16,1497,748
708,582,13,1251,626
708,582,13,1251,626
507,609,9,924,462
507,609,9,924,462
251,608,5,530,265
251,608,5,530,265
28,604,2,157,78
28,604,2,157,78
126,601,0,45,22
126,601,0,45,22
374,617,4,364,182
374,617,4,364,182
593,576,9,809,405
593,576,9,809,405
764,591,12,1156,578
764,591,12,1156,578
870,581,14,1344,672
870,581,14,1344,672
897,571,15,1404,702
897,571,15,1404,702
841,575,15,1368,684
841,575,15,1368,684
706,583,12,1166,583
706,583,12,1166,583
501,591,9,894,447
501,591,9,894,447
240,605,5,534,267
240,605,5,534,267
26,610,1,137,69
26,610,1,137,69
141,600,0,36,18
141,600,0,36,18
379,616,4,373,186
379,616,4,373,186
603,587,9,866,433
603,587,9,866,433
776,602,12,1208,604
776,602,12,1208,604
882,593,15,1384,692
882,593,15,1384,692
909,581,15,1425,713
909,581,15,1425,713
854,591,14,1290,645
854,591,14,1290,645
718,590,13,1211,605
718,590,13,1211,605
514,604,10,931,466
514,604,10,931,466
255,626,5,550,275
255,626,5,550,275
27,612,2,156,78
27,612,2,156,78
143,592,0,32,16
143,592,0,32,16
378,621,4,385,193
378,621,4,385,193
597,580,9,838,419
597,580,9,838,419
768,603,12,1190,595
768,603,12,1190,595
873,586,14,1352,676
873,586,14,1352,676
902,583,15,1411,705
902,583,15,1411,705
850,584,15,1361,681
850,584,15,1361,681
720,588,13,1192,596
720,588,13,1192,596
523,598,10,923,462
523,598,10,923,462
271,615,6,554,277
271,615,6,554,277
29,609,2,151,75
29,609,2,151,75
119,623,1,57,28
119,623,1,57,28
379,615,4,375,187
379,615,4,375,187
598,581,9,851,426
598,581,9,851,426
769,601,12,1175,587
769,601,12,1175,587
875,593,14,1359,680
875,593,14,1359,680
904,584,15,1401,701
904,584,15,1401,701
853,580,14,1333,666
853,580,14,1333,666
724,589,12,1157,578
724,589,12,1157,578
528,603,9,888,444
528,603,9,888,444
275,621,5,523,262
275,621,5,523,262
29,600,1,140,70
29,600,1,140,70
122,586,0,37,18
122,586,0,37,18
349,613,4,347,173
349,613,4,347,173
542,579,8,740,370
542,579,8,740,370
735,598,11,1083,542
735,598,11,1083,542
836,594,13,1258,629
836,594,13,1258,629
781,579,17,1538,769
781,579,17,1538,769
600,583,14,1320,660
600,583,14,1320,660
488,597,10,998,499
488,597,10,998,499
383,616,7,721,361
383,616,7,721,361
207,614,4,417,209
207,614,4,417,209
19,597,1,137,68
19,597,1,137,68
121,600,0,38,19
121,600,0,38,19
355,616,3,334,167
355,616,3,334,167
568,583,8,755,378
568,583,8,755,378
735,597,11,1075,537
735,597,11,1075,537
837,584,13,1237,619
837,584,13,1237,619
862,583,14,1302,651
862,583,14,1302,651
805,581,13,1249,625
805,581,13,1249,625
655,589,11,1081,541
655,589,11,1081,541
424,603,6,609,304
424,603,6,609,304
208,582,1,124,62
208,582,1,124,62
17,595,2,150,75
17,595,2,150,75
112,592,0,38,19
112,592,0,38,19
290,610,3,324,162
290,610,3,324,162
482,583,9,846,423
482,583,9,846,423
685,605,10,936,468
685,605,10,936,468
829,597,13,1260,630
829,597,13,1260,630
858,589,14,1291,645
858,589,14,1291,645
805,587,15,1380,690
805,587,15,1380,690
645,604,10,1015,507
645,604,10,1015,507
411,609,9,881,441
411,609,9,881,441
208,626,4,442,221
208,626,4,442,221
20,594,1,95,47
20,594,1,95,47
114,599,0,38,19
114,599,0,38,19
321,620,3,343,171
321,620,3,343,171
572,595,8,800,400
572,595,8,800,400
741,624,12,1168,584
741,624,12,1168,584
845,606,14,1352,676
845,606,14,1352,676
872,595,14,1379,690
872,595,14,1379,690
817,590,14,1322,661
817,590,14,1322,661
684,597,9,874,437
684,597,9,874,437
483,611,10,986,493
483,611,10,986,493
227,633,6,568,284
227,633,6,568,284
19,601,1,128,64
19,601,1,128,64
122,594,0,33,16
122,594,0,33,16
365,631,4,364,182
365,631,4,364,182
581,593,9,817,408
581,593,9,817,408
748,605,12,1140,570
748,605,12,1140,570
850,598,14,1297,649
850,598,14,1297,649
877,588,15,1391,696
877,588,15,1391,696
824,594,14,1318,659
824,594,14,1318,659
693,596,12,1155,577
693,596,12,1155,577
496,614,9,841,421
496,614,9,841,421
243,634,5,523,261
243,634,5,523,261
21,600,1,133,67
21,600,1,133,67
123,605,0,34,17
123,605,0,34,17
359,623,4,344,172
359,623,4,344,172
558,595,7,712,356
558,595,7,712,356
671,615,11,1132,566
671,615,11,1132,566
736,613,12,1161,580
736,613,12,1161,580
718,605,10,974,487
718,605,10,974,487
640,603,11,1058,529
640,603,11,1058,529
636,614,12,1141,570
636,614,12,1141,570
398,631,6,657,329
398,631,6,657,329
233,630,5,476,238
233,630,5,476,238
19,582,1,93,47
19,582,1,93,47
65,587,0,33,16
65,587,0,33,16
263,642,2,176,88
263,642,2,176,88
472,594,7,639,319
472,594,7,639,319
540,613,10,940,470
540,613,10,940,470
472,615,7,677,338
472,615,7,677,338
605,620,10,969,484
605,620,10,969,484
494,620,9,857,428
494,620,9,857,428
319,626,7,701,350
319,626,7,701,350
252,624,4,424,212
252,624,4,424,212
67,589,1,75,37
67,589,1,75,37
106,565,0,11,5
106,565,0,11,5
238,641,3,315,157
238,641,3,315,157
528,614,8,804,402
528,614,8,804,402
466,646,11,1116,558
466,646,11,1116,558
451,656,3,309,154
451,656,3,309,154
636,663,9,985,493
636,663,9,985,493
515,641,7,701,351
515,641,7,701,351
615,635,8,787,393
615,635,8,787,393
283,648,4,458,229
283,648,4,458,229
167,647,2,209,105
167,647,2,209,105
17,610,1,107,53
17,610,1,107,53
129,586,0,26,13
129,586,0,26,13
360,635,4,355,178
360,635,4,355,178
574,601,8,799,399
574,601,8,799,399
742,638,11,1138,569
742,638,11,1138,569
845,626,13,1315,658
845,626,13,1315,658
872,609,14,1347,673
872,609,14,1347,673
818,610,13,1287,644
818,610,13,1287,644
687,613,11,1119,559
687,613,11,1119,559
489,631,8,851,426
489,631,8,851,426
235,644,5,493,247
235,644,5,493,247
18,596,1,112,56
18,596,1,112,56
128,588,0,27,13
128,588,0,27,13
356,631,4,344,172
356,631,4,344,172
569,585,8,770,385
569,585,8,770,385
737,629,11,1113,557
737,629,11,1113,557
842,616,13,1286,643
842,616,13,1286,643
869,609,14,1343,671
869,609,14,1343,671
816,605,13,1269,635
816,605,13,1269,635
687,608,11,1091,546
687,608,11,1091,546
492,623,8,846,423
492,623,8,846,423
240,640,5,478,239
240,640,5,478,239
18,588,1,110,55
18,588,1,110,55
113,588,0,24,12
113,588,0,24,12
356,618,3,323,161
356,618,3,323,161
575,578,8,754,377
575,578,8,754,377
741,628,11,1107,553
741,628,11,1107,553
844,625,13,1293,647
844,625,13,1293,647
870,617,13,1339,669
870,617,13,1339,669
818,610,13,1267,633
818,610,13,1267,633
689,614,11,1105,553
689,614,11,1105,553
494,624,8,839,420
494,624,8,839,420
241,641,5,469,234
241,641,5,469,234
17,584,1,108,54
17,584,1,108,54
125,596,0,26,13
125,596,0,26,13
353,622,3,322,161
353,622,3,322,161
568,576,8,739,370
568,576,8,739,370
734,627,11,1102,551
734,627,11,1102,551
836,622,13,1273,637
836,622,13,1273,637
863,616,13,1337,668
863,616,13,1337,668
812,612,13,1236,618
812,612,13,1236,618
684,616,11,1096,548
684,616,11,1096,548
491,638,8,822,411
491,638,8,822,411
240,636,5,465,233
240,636,5,465,233
17,584,1,104,52
17,584,1,104,52
103,610,0,36,18
103,610,0,36,18
317,621,4,339,169
317,621,4,339,169
552,573,8,760,380
552,573,8,760,380
733,629,11,1110,555
733,629,11,1110,555
836,615,13,1274,637
836,615,13,1274,637
859,613,14,1398,699
859,613,14,1398,699
744,610,13,1243,622
744,610,13,1243,622
681,618,11,1119,560
681,618,11,1119,560
486,622,8,835,418
486,622,8,835,418
233,641,4,404,202
233,641,4,404,202
16,550,0,30,15
16,550,0,30,15
81,613,0,48,24
81,613,0,48,24
194,626,2,183,92
194,626,2,183,92
314,640,5,493,246
314,640,5,493,246
342,646,5,551,276
342,646,5,551,276
485,652,6,595,298
485,652,6,595,298
466,649,8,802,401
466,649,8,802,401
341,644,7,715,357
341,644,7,715,357
203,649,5,532,266
203,649,5,532,266
123,624,2,161,80
123,624,2,161,80
65,609,1,84,42
65,609,1,84,42
9,562,0,15,8
9,562,0,15,8
73,582,0,23,12
73,582,0,23,12
142,623,1,93,46
142,623,1,93,46
225,641,3,348,174
225,641,3,348,174
353,644,3,307,154
353,644,3,307,154
572,655,7,722,361
572,655,7,722,361
488,621,12,1148,574
488,621,12,1148,574
397,616,4,395,198
397,616,4,395,198
257,606,3,253,126
257,606,3,253,126
161,637,3,283,142
161,637,3,283,142
78,631,2,180,90
78,631,2,180,90
8,588,0,37,18
8,588,0,37,18
42,563,0,13,6
42,563,0,13,6
135,629,1,97,49
135,629,1,97,49
282,659,3,305,152
282,659,3,305,152
616,665,5,517,258
616,665,5,517,258
774,629,13,1305,652
774,629,13,1305,652
798,630,13,1312,656
798,630,13,1312,656
719,633,13,1323,662
719,633,13,1323,662
491,629,3,302,151
491,629,3,302,151
365,639,10,990,495
365,639,10,990,495
152,625,2,156,78
152,625,2,156,78
10,576,0,35,18
10,576,0,35,18
99,579,0,21,10
99,579,0,21,10
316,594,3,309,154
316,594,3,309,154
520,574,8,744,372
520,574,8,744,372
682,626,11,1070,535
682,626,11,1070,535
783,618,13,1251,625
783,618,13,1251,625
810,611,13,1306,653
810,611,13,1306,653
759,612,13,1253,626
759,612,13,1253,626
633,621,11,1105,553
633,621,11,1105,553
440,630,8,834,417
440,630,8,834,417
194,643,4,460,230
194,643,4,460,230
11,560,1,98,49
11,560,1,98,49
113,585,0,24,12
113,585,0,24,12
338,590,4,324,162
338,590,4,324,162
549,574,8,758,379
549,574,8,758,379
713,626,11,1092,546
713,626,11,1092,546
814,615,13,1267,634
814,615,13,1267,634
840,607,13,1298,649
840,607,13,1298,649
788,603,13,1245,623
788,603,13,1245,623
661,611,11,1089,545
661,611,11,1089,545
468,621,8,838,419
468,621,8,838,419
217,639,5,466,233
217,639,5,466,233
12,553,1,91,46
12,553,1,91,46
94,582,0,24,12
94,582,0,24,12
325,584,3,303,152
325,584,3,303,152
538,574,8,727,364
538,574,8,727,364
699,621,11,1065,532
699,621,11,1065,532
798,605,13,1222,611
798,605,13,1222,611
821,601,13,1276,638
821,601,13,1276,638
763,599,13,1236,618
763,599,13,1236,618
630,616,11,1085,542
630,616,11,1085,542
428,620,8,803,401
428,620,8,803,401
175,632,5,466,233
175,632,5,466,233
9,553,1,94,47
9,553,1,94,47
109,589,0,26,13
109,589,0,26,13
328,587,3,307,154
328,587,3,307,154
534,578,8,737,369
534,578,8,737,369
696,627,11,1069,534
696,627,11,1069,534
794,614,12,1219,609
794,614,12,1219,609
819,607,13,1276,638
819,607,13,1276,638
765,609,13,1241,621
765,609,13,1241,621
636,617,11,1072,536
636,617,11,1072,536
444,622,8,818,409
444,622,8,818,409
199,634,5,468,234
199,634,5,468,234
11,551,1,90,45
11,551,1,90,45
106,589,0,28,14
106,589,0,28,14
326,579,3,291,146
326,579,3,291,146
533,571,8,716,358
533,571,8,716,358
693,630,10,1050,525
693,630,10,1050,525
792,621,12,1231,616
792,621,12,1231,616
817,613,13,1291,646
817,613,13,1291,646
765,614,13,1284,642
765,614,13,1284,642
639,635,12,1187,594
639,635,12,1187,594
370,621,7,688,344
370,621,7,688,344
188,635,4,457,229
188,635,4,457,229
11,555,1,86,43
11,555,1,86,43
104,577,0,23,12
104,577,0,23,12
320,566,3,267,134
320,566,3,267,134
525,570,8,688,344
525,570,8,688,344
685,622,10,1021,510
685,622,10,1021,510
784,615,12,1198,599
784,615,12,1198,599
810,613,13,1265,632
810,613,13,1265,632
717,609,13,1279,640
717,609,13,1279,640
540,620,11,1055,528
540,620,11,1055,528
410,628,8,854,427
410,628,8,854,427
153,629,4,388,194
153,629,4,388,194
10,558,1,102,51
10,558,1,102,51
91,581,0,29,15
91,581,0,29,15
232,629,2,177,89
232,629,2,177,89
290,598,5,434,217
290,598,5,434,217
375,651,5,490,245
375,651,5,490,245
580,653,11,1172,586
580,653,11,1172,586
665,641,11,1088,544
665,641,11,1088,544
667,635,10,1055,528
667,635,10,1055,528
526,636,10,1000,500
526,636,10,1000,500
287,635,7,717,358
287,635,7,717,358
96,620,2,235,118
96,620,2,235,118
8,573,1,53,27
8,573,1,53,27
87,592,1,47,23
87,592,1,47,23
254,545,3,292,146
254,545,3,292,146
279,619,4,354,177
279,619,4,354,177
205,626,2,228,114
205,626,2,228,114
189,619,2,164,82
189,619,2,164,82
175,615,1,124,62
175,615,1,124,62
167,634,2,192,96
167,634,2,192,96
185,613,1,101,50
185,613,1,101,50
109,591,1,52,26
109,591,1,52,26
46,589,1,52,26
46,589,1,52,26
80,561,0,12,6
80,561,0,12,6
167,619,1,83,41
167,619,1,83,41
277,655,3,320,160
277,655,3,320,160
293,659,6,620,310
293,659,6,620,310
267,645,5,506,253
267,645,5,506,253
316,645,5,552,276
316,645,5,552,276
227,637,5,521,261
227,637,5,521,261
177,644,3,260,130
177,644,3,260,130
135,656,7,722,361
135,656,7,722,361
49,648,3,294,147
49,648,3,294,147
5,579,0,28,14
5,579,0,28,14
39,578,0,21,11
39,578,0,21,11
154,645,2,163,82
154,645,2,163,82
441,640,4,378,189
441,640,4,378,189
691,642,13,1297,649
691,642,13,1297,649
792,617,14,1399,699
792,617,14,1399,699
821,610,14,1421,710
821,610,14,1421,710
773,614,14,1387,694
773,614,14,1387,694
651,621,12,1210,605
651,621,12,1210,605
464,634,9,919,460
464,634,9,919,460
218,635,5,513,257
218,635,5,513,257
11,548,1,101,51
11,548,1,101,51
91,597,0,22,11
91,597,0,22,11
538,579,8,781,391
538,579,8,781,391
702,620,12,1163,581
702,620,12,1163,581
804,609,14,1329,665
804,609,14,1329,665
833,610,14,1397,699
833,610,14,1397,699
785,612,14,1364,682
785,612,14,1364,682
664,615,12,1197,598
664,615,12,1197,598
477,625,9,918,459
477,625,9,918,459
230,621,5,510,255
230,621,5,510,255
11,540,1,95,48
11,540,1,95,48
99,592,0,19,10
99,592,0,19,10
530,571,8,772,386
530,571,8,772,386
694,617,12,1154,577
694,617,12,1154,577
796,603,14,1339,670
796,603,14,1339,670
824,597,14,1375,688
824,597,14,1375,688
775,595,14,1313,656
775,595,14,1313,656
653,602,12,1133,566
653,602,12,1133,566
463,609,9,860,430
463,609,9,860,430
213,606,5,473,237
213,606,5,473,237
99,594,0,19,9
99,594,0,19,9
540,579,9,797,399
540,579,9,797,399
702,615,12,1150,575
702,615,12,1150,575
800,600,14,1327,664
800,600,14,1327,664
824,591,14,1364,682
824,591,14,1364,682
771,592,14,1308,654
771,592,14,1308,654
643,597,12,1146,573
643,597,12,1146,573
450,607,9,882,441
450,607,9,882,441
201,602,5,486,243
201,602,5,486,243
100,594,0,20,10
100,594,0,20,10
528,560,8,752,376
528,560,8,752,376
692,603,12,1125,562
692,603,12,1125,562
794,593,14,1307,654
794,593,14,1307,654
823,592,14,1347,674
823,592,14,1347,674
775,586,14,1301,651
775,586,14,1301,651
654,591,12,1143,571
654,591,12,1143,571
466,605,9,864,432
466,605,9,864,432
218,599,5,458,229
218,599,5,458,229
97,581,0,21,10
97,581,0,21,10
526,552,8,718,359
526,552,8,718,359
688,603,11,1103,552
688,603,11,1103,552
787,599,13,1297,648
787,599,13,1297,648
815,597,14,1347,674
815,597,14,1347,674
766,596,14,1295,647
766,596,14,1295,647
643,597,10,998,499
643,597,10,998,499
457,604,9,857,428
457,604,9,857,428
211,602,5,467,233
211,602,5,467,233
92,595,0,19,9
92,595,0,19,9
308,541,3,220,110
308,541,3,220,110
514,549,8,694,347
514,549,8,694,347
677,608,11,1072,536
677,608,11,1072,536
779,605,13,1247,623
779,605,13,1247,623
807,595,14,1301,650
807,595,14,1301,650
757,600,13,1271,635
757,600,13,1271,635
634,603,11,1067,534
634,603,11,1067,534
445,612,8,808,404
445,612,8,808,404
200,601,5,456,228
200,601,5,456,228
79,592,0,18,9
79,592,0,18,9
284,539,2,189,95
284,539,2,189,95
489,544,8,666,333
489,544,8,666,333
646,607,11,1043,521
646,607,11,1043,521
742,600,13,1228,614
742,600,13,1228,614
764,593,13,1282,641
764,593,13,1282,641
709,594,13,1237,619
709,594,13,1237,619
580,595,11,1043,522
580,595,11,1043,522
388,606,8,787,393
388,606,8,787,393
152,596,4,412,206
152,596,4,412,206
73,579,0,17,9
73,579,0,17,9
334,554,7,653,326
334,554,7,653,326
375,624,5,491,246
375,624,5,491,246
567,638,7,749,375
567,638,7,749,375
354,611,10,971,485
354,611,10,971,485
249,633,5,550,275
249,633,5,550,275
101,612,2,166,83
101,612,2,166,83
66,607,1,89,45
66,607,1,89,45
23,582,0,27,14
23,582,0,27,14
55,588,0,28,14
55,588,0,28,14
182,616,1,129,64
182,616,1,129,64
254,633,3,266,133
254,633,3,266,133
490,619,6,619,310
490,619,6,619,310
661,607,11,1119,559
661,607,11,1119,559
629,593,11,1038,519
629,593,11,1038,519
436,607,5,523,261
436,607,5,523,261
360,602,5,477,238
360,602,5,477,238
187,622,3,306,153
187,622,3,306,153
66,616,2,194,97
66,616,2,194,97
4,584,0,45,22
4,584,0,45,22
128,644,2,184,92
128,644,2,184,92
326,613,4,370,185
326,613,4,370,185
425,620,7,687,344
425,620,7,687,344
631,598,8,731,365
631,598,8,731,365
696,594,13,1231,615
696,594,13,1231,615
599,595,6,566,283
599,595,6,566,283
426,613,10,996,498
426,613,10,996,498
251,621,7,737,369
251,621,7,737,369
60,618,2,172,86
60,618,2,172,86
55,622,1,101,50
55,622,1,101,50
160,627,2,223,112
160,627,2,223,112
169,631,3,282,141
169,631,3,282,141
314,644,3,326,163
314,644,3,326,163
445,624,5,489,245
445,624,5,489,245
583,623,8,789,395
583,623,8,789,395
408,612,11,1097,548
408,612,11,1097,548
135,623,4,449,224
135,623,4,449,224
52,617,5,459,230
52,617,5,459,230
3,579,0,37,18
3,579,0,37,18
107,634,1,138,69
107,634,1,138,69
189,635,3,278,139
189,635,3,278,139
288,646,4,374,187
288,646,4,374,187
448,631,5,482,241
448,631,5,482,241
403,625,7,703,352
403,625,7,703,352
440,636,7,716,358
440,636,7,716,358
231,635,6,588,294
231,635,6,588,294
115,618,2,217,109
115,618,2,217,109
74,610,1,140,70
74,610,1,140,70
5,553,0,13,6
5,553,0,13,6
119,612,1,115,58
119,612,1,115,58
260,628,3,264,132
260,628,3,264,132
399,606,7,651,326
399,606,7,651,326
709,627,12,1207,603
709,627,12,1207,603
654,605,9,849,425
654,605,9,849,425
673,611,12,1132,566
673,611,12,1132,566
599,615,13,1311,655
599,615,13,1311,655
421,603,5,467,233
421,603,5,467,233
186,607,4,369,185
186,607,4,369,185
8,575,0,29,14
8,575,0,29,14
634,581,11,998,499
634,581,11,998,499
685,588,13,1200,600
685,588,13,1200,600
701,587,13,1189,595
701,587,13,1189,595
651,590,14,1285,642
651,590,14,1285,642
354,598,10,1013,507
354,598,10,1013,507
372,599,9,915,457
372,599,9,915,457
146,596,5,459,230
146,596,5,459,230
6,586,1,92,46
6,586,1,92,46
59,591,0,27,13
59,591,0,27,13
174,590,2,183,92
174,590,2,183,92
206,596,2,231,115
206,596,2,231,115
377,606,7,724,362
377,606,7,724,362
634,623,4,404,202
634,623,4,404,202
712,585,13,1249,624
712,585,13,1249,624
649,599,8,744,372
649,599,8,744,372
400,592,12,1104,552
400,592,12,1104,552
156,615,3,288,144
156,615,3,288,144
56,546,0,16,8
56,546,0,16,8
65,569,0,16,8
65,569,0,16,8
215,575,1,108,54
215,575,1,108,54
385,559,5,484,242
385,559,5,484,242
463,599,7,638,319
463,599,7,638,319
569,616,11,1063,532
569,616,11,1063,532
615,613,9,914,457
615,613,9,914,457
584,612,11,1060,530
584,612,11,1060,530
400,618,5,526,263
400,618,5,526,263
149,617,5,482,241
149,617,5,482,241
61,611,4,392,196
61,611,4,392,196
6,576,0,35,18
6,576,0,35,18
73,572,0,15,8
73,572,0,15,8
599,580,10,976,488
599,580,10,976,488
713,600,13,1247,624
713,600,13,1247,624
747,603,13,1312,656
747,603,13,1312,656
687,592,13,1242,621
687,592,13,1242,621
583,598,11,1088,544
583,598,11,1088,544
403,608,8,767,383
403,608,8,767,383
177,595,4,401,201
177,595,4,401,201
