POA,V,I,P,Energy
241,592,2,176,88
241,592,2,176,88
27,588,2,160,80
27,588,2,160,80
85,581,0,19,9
85,581,0,19,9
300,575,3,270,135
300,575,3,270,135
515,586,7,664,332
515,586,7,664,332
687,611,11,1036,518
687,611,11,1036,518
800,602,13,1235,617
800,602,13,1235,617
838,603,14,1336,668
838,603,14,1336,668
797,594,13,1257,629
797,594,13,1257,629
679,594,14,1292,646
679,594,14,1292,646
492,620,2,194,97
492,620,2,194,97
249,632,5,537,269
249,632,5,537,269
29,596,2,156,78
29,596,2,156,78
87,578,0,20,10
87,578,0,20,10
310,580,3,274,137
310,580,3,274,137
526,596,7,665,332
526,596,7,665,332
699,620,11,1068,534
699,620,11,1068,534
812,602,13,1261,631
812,602,13,1261,631
850,595,14,1338,669
850,595,14,1338,669
809,590,14,1285,643
809,590,14,1285,643
682,605,6,629,315
682,605,6,629,315
496,610,9,890,445
496,610,9,890,445
259,629,5,545,273
259,629,5,545,273
31,601,2,160,80
31,601,2,160,80
95,586,0,19,9
95,586,0,19,9
322,595,3,292,146
322,595,3,292,146
539,590,7,683,342
539,590,7,683,342
713,610,11,1069,534
713,610,11,1069,534
825,606,13,1279,639
825,606,13,1279,639
863,592,14,1347,674
863,592,14,1347,674
820,596,14,1306,653
820,596,14,1306,653
699,601,12,1150,575
699,601,12,1150,575
507,611,9,876,438
507,611,9,876,438
255,626,5,536,268
255,626,5,536,268
30,607,2,152,76
30,607,2,152,76
97,590,0,20,10
97,590,0,20,10
327,606,3,294,147
327,606,3,294,147
547,579,7,695,348
547,579,7,695,348
723,612,11,1088,544
723,612,11,1088,544
838,599,13,1267,634
838,599,13,1267,634
876,589,14,1327,664
876,589,14,1327,664
834,592,14,1284,642
834,592,14,1284,642
714,600,12,1167,584
714,600,12,1167,584
522,609,9,909,454
522,609,9,909,454
268,625,6,574,287
268,625,6,574,287
33,613,2,173,86
33,613,2,173,86
98,585,0,20,10
98,585,0,20,10
323,607,3,291,145
323,607,3,291,145
541,586,7,674,337
541,586,7,674,337
718,612,11,1085,543
718,612,11,1085,543
832,599,13,1268,634
832,599,13,1268,634
871,594,14,1328,664
871,594,14,1328,664
830,596,14,1296,648
830,596,14,1296,648
709,598,12,1162,581
709,598,12,1162,581
519,613,9,914,457
519,613,9,914,457
270,626,6,585,292
270,626,6,585,292
34,605,2,170,85
34,605,2,170,85
101,589,0,21,10
101,589,0,21,10
327,610,3,292,146
327,610,3,292,146
546,558,8,704,352
546,558,8,704,352
723,612,11,1089,544
723,612,11,1089,544
839,601,13,1275,638
839,601,13,1275,638
878,592,14,1338,669
878,592,14,1338,669
838,596,14,1306,653
838,596,14,1306,653
718,596,12,1141,571
718,596,12,1141,571
528,609,9,910,455
528,609,9,910,455
275,622,6,556,278
275,622,6,556,278
35,608,2,163,81
35,608,2,163,81
104,589,0,20,10
104,589,0,20,10
335,606,3,290,145
335,606,3,290,145
556,570,8,720,360
556,570,8,720,360
733,616,11,1098,549
733,616,11,1098,549
849,605,13,1296,648
849,605,13,1296,648
888,592,14,1360,680
888,592,14,1360,680
848,590,14,1317,658
848,590,14,1317,658
729,594,12,1171,585
729,594,12,1171,585
542,610,9,926,463
542,610,9,926,463
294,623,6,570,285
294,623,6,570,285
40,605,1,138,69
40,605,1,138,69
86,584,0,31,16
86,584,0,31,16
314,609,2,191,96
314,609,2,191,96
547,574,8,712,356
547,574,8,712,356
721,607,11,1054,527
721,607,11,1054,527
834,605,13,1259,629
834,605,13,1259,629
871,595,14,1336,668
871,595,14,1336,668
829,588,14,1292,646
829,588,14,1292,646
709,588,14,1283,642
709,588,14,1283,642
523,601,10,1007,504
523,601,10,1007,504
280,624,5,526,263
280,624,5,526,263
38,607,2,165,83
38,607,2,165,83
90,584,0,27,14
90,584,0,27,14
317,589,1,83,41
317,589,1,83,41
540,581,7,699,349
540,581,7,699,349
682,606,11,1047,524
682,606,11,1047,524
745,620,11,1067,534
745,620,11,1067,534
778,605,11,1053,527
778,605,11,1053,527
573,589,14,1293,647
573,589,14,1293,647
447,596,13,1211,606
447,596,13,1211,606
443,611,9,854,427
443,611,9,854,427
247,603,1,91,45
247,603,1,91,45
35,607,1,99,50
35,607,1,99,50
106,585,0,24,12
106,585,0,24,12
334,610,3,288,144
334,610,3,288,144
554,576,8,717,359
554,576,8,717,359
730,614,11,1074,537
730,614,11,1074,537
843,609,13,1276,638
843,609,13,1276,638
882,596,14,1351,675
882,596,14,1351,675
840,599,13,1224,612
840,599,13,1224,612
722,605,11,1045,523
722,605,11,1045,523
538,610,9,886,443
538,610,9,886,443
298,621,6,555,278
298,621,6,555,278
44,600,1,104,52
44,600,1,104,52
102,585,0,24,12
102,585,0,24,12
240,609,3,296,148
240,609,3,296,148
325,639,4,367,183
325,639,4,367,183
522,635,4,451,226
522,635,4,451,226
752,640,13,1296,648
752,640,13,1296,648
751,603,13,1304,652
751,603,13,1304,652
413,605,14,1331,665
413,605,14,1331,665
493,623,10,1054,527
493,623,10,1054,527
496,606,3,325,162
496,606,3,325,162
286,597,2,164,82
286,597,2,164,82
42,609,2,157,78
42,609,2,157,78
105,579,0,27,13
105,579,0,27,13
336,612,3,298,149
336,612,3,298,149
557,577,8,725,363
557,577,8,725,363
732,605,11,1062,531
732,605,11,1062,531
844,597,13,1258,629
844,597,13,1258,629
879,598,14,1330,665
879,598,14,1330,665
830,596,14,1298,649
830,596,14,1298,649
699,599,12,1128,564
699,599,12,1128,564
471,614,9,878,439
471,614,9,878,439
266,622,5,531,265
266,622,5,531,265
36,616,2,156,78
36,616,2,156,78
109,561,0,14,7
109,561,0,14,7
325,604,3,288,144
325,604,3,288,144
544,581,7,689,344
544,581,7,689,344
711,604,11,1031,516
711,604,11,1031,516
815,608,13,1256,628
815,608,13,1256,628
831,600,14,1320,660
831,600,14,1320,660
791,602,13,1290,645
791,602,13,1290,645
623,606,11,1113,557
623,606,11,1113,557
390,578,2,198,99
390,578,2,198,99
171,611,3,329,164
171,611,3,329,164
30,587,1,126,63
30,587,1,126,63
95,578,0,42,21
95,578,0,42,21
261,604,3,271,136
261,604,3,271,136
397,638,4,442,221
397,638,4,442,221
661,624,10,1041,521
661,624,10,1041,521
768,592,12,1147,574
768,592,12,1147,574
810,587,13,1234,617
810,587,13,1234,617
683,606,8,794,397
683,606,8,794,397
587,596,5,474,237
587,596,5,474,237
448,600,9,891,446
448,600,9,891,446
222,614,5,447,223
222,614,5,447,223
30,602,1,140,70
30,602,1,140,70
101,586,0,40,20
101,586,0,40,20
256,594,3,264,132
256,594,3,264,132
397,581,8,776,388
397,581,8,776,388
260,631,5,496,248
260,631,5,496,248
259,641,7,770,385
259,641,7,770,385
320,624,4,362,181
320,624,4,362,181
644,606,13,1254,627
644,606,13,1254,627
483,595,12,1160,580
483,595,12,1160,580
331,614,4,396,198
331,614,4,396,198
154,624,4,359,180
154,624,4,359,180
25,598,1,92,46
25,598,1,92,46
122,596,1,50,25
122,596,1,50,25
163,637,2,207,104
163,637,2,207,104
251,634,1,146,73
251,634,1,146,73
285,648,5,536,268
285,648,5,536,268
296,646,6,605,303
296,646,6,605,303
251,644,4,378,189
251,644,4,378,189
219,642,3,350,175
219,642,3,350,175
192,641,3,358,179
192,641,3,358,179
88,633,2,224,112
88,633,2,224,112
18,597,1,70,35
18,597,1,70,35
123,589,0,42,21
123,589,0,42,21
119,623,2,162,81
119,623,2,162,81
158,621,1,125,62
158,621,1,125,62
167,619,1,121,60
167,619,1,121,60
202,645,3,260,130
202,645,3,260,130
254,659,7,713,356
254,659,7,713,356
124,636,2,230,115
124,636,2,230,115
124,626,2,166,83
124,626,2,166,83
59,626,2,167,83
59,626,2,167,83
10,563,0,16,8
10,563,0,16,8
56,577,0,25,12
56,577,0,25,12
105,582,0,28,14
105,582,0,28,14
151,618,1,96,48
151,618,1,96,48
248,629,1,99,50
248,629,1,99,50
185,640,2,193,97
185,640,2,193,97
316,642,3,303,151
316,642,3,303,151
294,643,3,307,153
294,643,3,307,153
317,642,6,579,290
317,642,6,579,290
123,638,3,313,156
123,638,3,313,156
17,629,2,201,101
17,629,2,201,101
103,599,0,42,21
103,599,0,42,21
285,624,4,410,205
285,624,4,410,205
505,590,6,547,273
505,590,6,547,273
709,595,12,1100,550
709,595,12,1100,550
817,591,14,1312,656
817,591,14,1312,656
847,587,15,1376,688
847,587,15,1376,688
795,591,14,1341,670
795,591,14,1341,670
664,587,12,1153,576
664,587,12,1153,576
469,609,9,909,454
469,609,9,909,454
219,618,5,520,260
219,618,5,520,260
31,607,2,151,75
31,607,2,151,75
23,579,0,21,11
23,579,0,21,11
155,615,1,84,42
155,615,1,84,42
312,648,3,319,160
312,648,3,319,160
346,642,5,508,254
346,642,5,508,254
269,636,3,341,170
269,636,3,341,170
254,651,9,965,482
254,651,9,965,482
125,646,4,401,201
125,646,4,401,201
109,619,1,123,62
109,619,1,123,62
108,615,1,129,65
108,615,1,129,65
35,610,1,88,44
35,610,1,88,44
11,576,0,19,10
11,576,0,19,10
83,603,0,44,22
83,603,0,44,22
122,624,1,71,36
122,624,1,71,36
127,626,1,76,38
127,626,1,76,38
131,639,1,113,57
131,639,1,113,57
136,627,1,83,41
136,627,1,83,41
146,641,1,108,54
146,641,1,108,54
137,627,1,73,37
137,627,1,73,37
56,619,1,66,33
56,619,1,66,33
15,585,0,22,11
15,585,0,22,11
101,637,1,69,34
101,637,1,69,34
279,652,3,359,179
279,652,3,359,179
423,651,4,368,184
423,651,4,368,184
694,640,10,999,499
694,640,10,999,499
596,645,15,1597,798
596,645,15,1597,798
576,660,14,1537,768
576,660,14,1537,768
595,644,13,1389,695
595,644,13,1389,695
579,655,9,939,469
579,655,9,939,469
526,657,8,832,416
526,657,8,832,416
299,644,7,739,369
299,644,7,739,369
53,627,2,176,88
53,627,2,176,88
146,594,0,29,14
146,594,0,29,14
390,649,4,441,221
390,649,4,441,221
616,600,10,945,473
616,600,10,945,473
794,622,13,1306,653
794,622,13,1306,653
907,615,15,1511,755
907,615,15,1511,755
943,604,16,1563,782
943,604,16,1563,782
898,600,16,1519,759
898,600,16,1519,759
773,607,14,1354,677
773,607,14,1354,677
581,617,11,1087,543
581,617,11,1087,543
335,634,7,702,351
335,634,7,702,351
60,631,3,255,127
60,631,3,255,127
144,602,0,31,16
144,602,0,31,16
393,649,4,442,221
393,649,4,442,221
621,593,10,931,465
621,593,10,931,465
802,620,13,1293,646
802,620,13,1293,646
917,608,15,1492,746
917,608,15,1492,746
954,593,16,1538,769
954,593,16,1538,769
909,596,16,1524,762
909,596,16,1524,762
783,603,14,1375,687
783,603,14,1375,687
588,616,11,1091,546
588,616,11,1091,546
337,630,7,715,358
337,630,7,715,358
61,630,3,258,129
61,630,3,258,129
153,611,0,31,15
153,611,0,31,15
396,651,4,457,229
396,651,4,457,229
627,597,10,966,483
627,597,10,966,483
806,619,13,1316,658
806,619,13,1316,658
918,609,16,1519,760
918,609,16,1519,760
953,601,16,1581,790
953,601,16,1581,790
907,596,16,1539,769
907,596,16,1539,769
780,611,14,1381,690
780,611,14,1381,690
588,622,11,1099,550
588,622,11,1099,550
340,630,7,713,356
340,630,7,713,356
63,630,3,259,130
63,630,3,259,130
148,610,0,32,16
148,610,0,32,16
411,656,4,465,232
411,656,4,465,232
641,598,10,975,487
641,598,10,975,487
821,615,13,1315,658
821,615,13,1315,658
933,595,16,1496,748
933,595,16,1496,748
966,583,16,1551,775
966,583,16,1551,775
918,580,16,1473,736
918,580,16,1473,736
789,586,14,1323,661
789,586,14,1323,661
592,598,11,1062,531
592,598,11,1062,531
339,615,7,691,345
339,615,7,691,345
62,618,3,256,128
62,618,3,256,128
150,593,0,32,16
150,593,0,32,16
397,642,4,446,223
397,642,4,446,223
624,580,10,913,456
624,580,10,913,456
802,596,13,1254,627
802,596,13,1254,627
914,583,15,1432,716
914,583,15,1432,716
948,573,16,1474,737
948,573,16,1474,737
900,569,16,1423,712
900,569,16,1423,712
772,582,14,1276,638
772,582,14,1276,638
576,596,10,1004,502
576,596,10,1004,502
324,611,7,652,326
324,611,7,652,326
58,612,2,229,115
58,612,2,229,115
154,597,0,35,17
154,597,0,35,17
402,643,4,443,222
402,643,4,443,222
629,578,10,912,456
629,578,10,912,456
808,594,13,1245,622
808,594,13,1245,622
921,586,15,1419,709
921,586,15,1419,709
956,578,16,1486,743
956,578,16,1486,743
910,569,16,1422,711
910,569,16,1422,711
784,572,14,1262,631
784,572,14,1262,631
589,585,11,1014,507
589,585,11,1014,507
339,603,7,655,328
339,603,7,655,328
63,613,2,235,118
63,613,2,235,118
161,588,0,35,18
161,588,0,35,18
403,646,4,444,222
403,646,4,444,222
629,575,10,892,446
629,575,10,892,446
808,602,13,1253,626
808,602,13,1253,626
920,586,15,1431,716
920,586,15,1431,716
956,578,16,1474,737
956,578,16,1474,737
910,574,15,1419,709
910,574,15,1419,709
784,573,13,1246,623
784,573,13,1246,623
590,597,10,1006,503
590,597,10,1006,503
341,604,7,644,322
341,604,7,644,322
64,610,2,222,111
64,610,2,222,111
152,585,0,40,20
152,585,0,40,20
399,645,4,441,221
399,645,4,441,221
623,570,10,872,436
623,570,10,872,436
801,595,13,1218,609
801,595,13,1218,609
912,587,15,1402,701
912,587,15,1402,701
946,582,16,1476,738
946,582,16,1476,738
899,568,15,1384,692
899,568,15,1384,692
771,575,13,1232,616
771,575,13,1232,616
576,588,10,974,487
576,588,10,974,487
326,599,6,592,296
326,599,6,592,296
60,610,2,205,103
60,610,2,205,103
142,602,1,49,25
142,602,1,49,25
395,656,4,427,214
395,656,4,427,214
619,589,9,876,438
619,589,9,876,438
795,608,13,1232,616
795,608,13,1232,616
905,594,15,1412,706
905,594,15,1412,706
935,575,16,1452,726
935,575,16,1452,726
880,572,15,1407,703
880,572,15,1407,703
743,576,13,1235,618
743,576,13,1235,618
535,595,10,984,492
535,595,10,984,492
275,610,6,608,304
275,610,6,608,304
45,610,2,205,103
45,610,2,205,103
148,604,1,52,26
148,604,1,52,26
376,649,4,439,219
376,649,4,439,219
569,586,9,895,448
569,586,9,895,448
752,611,12,1205,603
752,611,12,1205,603
852,596,15,1399,700
852,596,15,1399,700
889,588,16,1476,738
889,588,16,1476,738
844,583,15,1416,708
844,583,15,1416,708
738,590,13,1265,632
738,590,13,1265,632
542,605,10,1011,505
542,605,10,1011,505
290,620,6,646,323
290,620,6,646,323
50,615,2,228,114
50,615,2,228,114
147,600,1,57,29
147,600,1,57,29
395,654,4,437,218
395,654,4,437,218
628,586,9,888,444
628,586,9,888,444
807,610,13,1232,616
807,610,13,1232,616
920,587,15,1400,700
920,587,15,1400,700
848,582,10,895,448
848,582,10,895,448
657,584,15,1371,685
657,584,15,1371,685
624,578,14,1341,670
624,578,14,1341,670
574,589,12,1113,557
574,589,12,1113,557
326,604,7,703,351
326,604,7,703,351
43,610,2,215,108
43,610,2,215,108
160,600,1,49,25
160,600,1,49,25
417,647,4,457,229
417,647,4,457,229
644,578,10,912,456
644,578,10,912,456
822,604,13,1257,629
822,604,13,1257,629
932,588,15,1441,721
932,588,15,1441,721
965,580,16,1483,742
965,580,16,1483,742
916,583,15,1446,723
916,583,15,1446,723
786,592,13,1246,623
786,592,13,1246,623
588,597,10,929,465
588,597,10,929,465
337,610,5,525,263
337,610,5,525,263
65,603,2,171,85
65,603,2,171,85
164,607,1,54,27
164,607,1,54,27
415,641,4,425,213
415,641,4,425,213
640,575,9,868,434
640,575,9,868,434
816,595,12,1190,595
816,595,12,1190,595
924,583,14,1350,675
924,583,14,1350,675
954,576,15,1416,708
954,576,15,1416,708
899,573,15,1379,690
899,573,15,1379,690
763,578,13,1217,608
763,578,13,1217,608
554,581,10,934,467
554,581,10,934,467
232,594,6,585,293
232,594,6,585,293
42,603,2,194,97
42,603,2,194,97
161,614,1,57,28
161,614,1,57,28
416,654,4,452,226
416,654,4,452,226
645,587,10,900,450
645,587,10,900,450
823,596,13,1237,619
823,596,13,1237,619
935,573,15,1370,685
935,573,15,1370,685
967,567,16,1424,712
967,567,16,1424,712
915,572,15,1371,686
915,572,15,1371,686
782,579,14,1266,633
782,579,14,1266,633
579,582,10,971,485
579,582,10,971,485
320,595,6,600,300
320,595,6,600,300
59,594,2,192,96
59,594,2,192,96
159,626,1,96,48
159,626,1,96,48
370,645,4,434,217
370,645,4,434,217
599,579,9,857,429
599,579,9,857,429
819,601,12,1190,595
819,601,12,1190,595
943,590,15,1410,705
943,590,15,1410,705
972,577,16,1465,733
972,577,16,1465,733
919,574,15,1410,705
919,574,15,1410,705
749,581,13,1258,629
749,581,13,1258,629
526,590,10,990,495
526,590,10,990,495
313,600,6,579,289
313,600,6,579,289
59,608,2,202,101
59,608,2,202,101
168,622,1,71,35
168,622,1,71,35
405,621,4,436,218
405,621,4,436,218
593,586,9,861,430
593,586,9,861,430
776,592,12,1169,585
776,592,12,1169,585
911,578,15,1355,678
911,578,15,1355,678
939,573,15,1424,712
939,573,15,1424,712
881,568,15,1340,670
881,568,15,1340,670
741,579,12,1090,545
741,579,12,1090,545
531,587,10,911,456
531,587,10,911,456
272,601,6,569,285
272,601,6,569,285
48,607,2,194,97
48,607,2,194,97
160,622,1,78,39
160,622,1,78,39
401,644,4,403,202
401,644,4,403,202
624,583,9,837,418
624,583,9,837,418
795,591,12,1155,577
795,591,12,1155,577
897,573,14,1316,658
897,573,14,1316,658
920,572,15,1366,683
920,572,15,1366,683
845,566,14,1284,642
845,566,14,1284,642
672,579,12,1155,577
672,579,12,1155,577
479,595,8,777,389
479,595,8,777,389
251,606,6,550,275
251,606,6,550,275
44,604,2,183,91
44,604,2,183,91
149,614,1,89,44
149,614,1,89,44
382,648,4,414,207
382,648,4,414,207
584,591,9,841,420
584,591,9,841,420
754,605,12,1129,564
754,605,12,1129,564
849,580,13,1241,621
849,580,13,1241,621
903,564,15,1359,680
903,564,15,1359,680
846,570,14,1312,656
846,570,14,1312,656
709,578,12,1128,564
709,578,12,1128,564
504,590,9,856,428
504,590,9,856,428
254,601,5,522,261
254,601,5,522,261
45,597,1,127,63
45,597,1,127,63
160,621,1,96,48
160,621,1,96,48
362,645,4,406,203
362,645,4,406,203
595,592,8,764,382
595,592,8,764,382
787,608,11,1115,557
787,608,11,1115,557
895,591,13,1259,630
895,591,13,1259,630
956,578,15,1402,701
956,578,15,1402,701
900,577,14,1329,665
900,577,14,1329,665
763,586,12,1147,573
763,586,12,1147,573
558,591,9,898,449
558,591,9,898,449
303,605,6,549,275
303,605,6,549,275
57,601,2,182,91
57,601,2,182,91
165,618,1,102,51
165,618,1,102,51
411,635,3,334,167
411,635,3,334,167
630,584,8,769,384
630,584,8,769,384
767,594,9,886,443
767,594,9,886,443
837,594,13,1284,642
837,594,13,1284,642
854,592,15,1421,711
854,592,15,1421,711
767,566,15,1367,684
767,566,15,1367,684
731,579,13,1172,586
731,579,13,1172,586
519,594,9,846,423
519,594,9,846,423
48,601,2,163,81
48,601,2,163,81
163,616,1,124,62
163,616,1,124,62
397,625,3,289,145
397,625,3,289,145
644,578,8,790,395
644,578,8,790,395
816,589,12,1114,557
816,589,12,1114,557
918,579,14,1304,652
918,579,14,1304,652
942,585,12,1084,542
942,585,12,1084,542
881,576,13,1230,615
881,576,13,1230,615
738,587,12,1145,572
738,587,12,1145,572
526,586,9,886,443
526,586,9,886,443
266,599,5,516,258
266,599,5,516,258
48,601,2,164,82
48,601,2,164,82
176,605,1,94,47
176,605,1,94,47
419,632,4,430,215
419,632,4,430,215
640,581,9,829,415
640,581,9,829,415
817,592,12,1158,579
817,592,12,1158,579
926,578,14,1332,666
926,578,14,1332,666
955,566,15,1380,690
955,566,15,1380,690
900,565,14,1311,656
900,565,14,1311,656
764,573,13,1159,580
764,573,13,1159,580
559,582,10,901,451
559,582,10,901,451
303,599,6,558,279
303,599,6,558,279
58,604,2,185,92
58,604,2,185,92
188,615,1,86,43
188,615,1,86,43
430,641,4,444,222
430,641,4,444,222
654,587,9,846,423
654,587,9,846,423
824,594,12,1167,584
824,594,12,1167,584
924,585,14,1333,666
924,585,14,1333,666
944,575,15,1379,690
944,575,15,1379,690
881,577,14,1286,643
881,577,14,1286,643
727,580,12,1131,565
727,580,12,1131,565
511,598,9,882,441
511,598,9,882,441
259,610,5,481,241
259,610,5,481,241
47,602,2,168,84
47,602,2,168,84
179,625,1,88,44
179,625,1,88,44
411,652,4,454,227
411,652,4,454,227
633,603,9,888,444
633,603,9,888,444
811,615,12,1226,613
811,615,12,1226,613
915,600,15,1404,702
915,600,15,1404,702
937,588,15,1455,727
937,588,15,1455,727
873,589,15,1391,695
873,589,15,1391,695
726,596,13,1226,613
726,596,13,1226,613
515,600,9,898,449
515,600,9,898,449
263,613,6,576,288
263,613,6,576,288
47,585,1,72,36
47,585,1,72,36
192,637,1,109,54
192,637,1,109,54
434,641,4,415,207
434,641,4,415,207
658,592,9,899,450
658,592,9,899,450
832,598,13,1218,609
832,598,13,1218,609
936,583,15,1373,687
936,583,15,1373,687
955,582,15,1425,712
955,582,15,1425,712
856,570,15,1422,711
856,570,15,1422,711
695,585,13,1197,598
695,585,13,1197,598
514,602,9,840,420
514,602,9,840,420
247,605,6,540,270
247,605,6,540,270
50,609,2,243,121
50,609,2,243,121
180,622,1,98,49
180,622,1,98,49
428,573,5,429,215
428,573,5,429,215
668,585,10,903,451
668,585,10,903,451
846,596,13,1216,608
846,596,13,1216,608
955,585,15,1364,682
955,585,15,1364,682
983,576,15,1403,702
983,576,15,1403,702
920,577,15,1348,674
920,577,15,1348,674
664,597,10,948,474
664,597,10,948,474
424,590,6,537,269
424,590,6,537,269
159,610,3,258,129
159,610,3,258,129
38,579,1,106,53
38,579,1,106,53
175,622,1,104,52
175,622,1,104,52
235,624,3,278,139
235,624,3,278,139
395,623,4,386,193
395,623,4,386,193
657,623,5,526,263
657,623,5,526,263
280,588,9,850,425
280,588,9,850,425
161,608,2,179,90
161,608,2,179,90
287,624,5,519,259
287,624,5,519,259
227,615,2,214,107
227,615,2,214,107
188,632,6,646,323
188,632,6,646,323
127,616,4,421,211
127,616,4,421,211
18,573,1,58,29
18,573,1,58,29
115,628,1,139,70
115,628,1,139,70
223,637,4,412,206
223,637,4,412,206
379,622,5,540,270
379,622,5,540,270
474,594,5,522,261
474,594,5,522,261
539,599,12,1122,561
539,599,12,1122,561
553,592,9,876,438
553,592,9,876,438
475,608,6,578,289
475,608,6,578,289
348,592,10,942,471
348,592,10,942,471
197,607,4,424,212
197,607,4,424,212
82,616,3,340,170
82,616,3,340,170
24,601,1,121,61
24,601,1,121,61
28,609,1,61,30
28,609,1,61,30
84,648,2,205,102
84,648,2,205,102
198,654,3,364,182
198,654,3,364,182
288,626,1,121,61
288,626,1,121,61
327,648,6,629,315
327,648,6,629,315
283,642,6,577,288
283,642,6,577,288
188,630,2,175,87
188,630,2,175,87
195,645,2,212,106
195,645,2,212,106
89,647,2,255,127
89,647,2,255,127
28,628,2,209,104
28,628,2,209,104
9,623,1,146,73
9,623,1,146,73
112,635,1,131,65
112,635,1,131,65
224,655,4,469,235
224,655,4,469,235
463,612,7,686,343
463,612,7,686,343
505,636,7,697,348
505,636,7,697,348
261,644,6,620,310
261,644,6,620,310
465,655,7,760,380
465,655,7,760,380
204,638,5,479,240
204,638,5,479,240
143,634,2,163,82
143,634,2,163,82
151,627,1,120,60
151,627,1,120,60
61,580,0,29,15
61,580,0,29,15
17,596,1,59,29
17,596,1,59,29
85,584,0,26,13
85,584,0,26,13
212,644,2,213,107
212,644,2,213,107
435,634,6,661,331
435,634,6,661,331
421,642,12,1254,627
421,642,12,1254,627
330,649,5,509,255
330,649,5,509,255
408,636,10,991,496
408,636,10,991,496
339,635,4,457,229
339,635,4,457,229
453,643,6,662,331
453,643,6,662,331
240,633,4,403,201
240,633,4,403,201
120,623,2,180,90
120,623,2,180,90
37,619,1,141,70
37,619,1,141,70
204,634,1,137,69
204,634,1,137,69
336,650,5,485,243
336,650,5,485,243
613,621,6,589,294
613,621,6,589,294
831,602,15,1453,726
831,602,15,1453,726
786,595,12,1143,572
786,595,12,1143,572
620,586,12,1138,569
620,586,12,1138,569
687,619,10,979,490
687,619,10,979,490
775,589,16,1483,742
775,589,16,1483,742
579,613,3,249,125
579,613,3,249,125
318,617,2,166,83
318,617,2,166,83
66,614,3,258,129
66,614,3,258,129
252,606,1,75,37
252,606,1,75,37
506,597,7,660,330
506,597,7,660,330
734,581,12,1096,548
734,581,12,1096,548
907,579,15,1408,704
907,579,15,1408,704
1009,567,17,1547,774
1009,567,17,1547,774
1032,564,18,1644,822
1032,564,18,1644,822
971,560,17,1530,765
971,560,17,1530,765
830,571,15,1374,687
830,571,15,1374,687
617,588,11,1066,533
617,588,11,1066,533
352,601,7,708,354
352,601,7,708,354
78,607,3,271,135
78,607,3,271,135
45,555,0,6,3
45,555,0,6,3
256,584,1,87,43
256,584,1,87,43
507,592,7,648,324
507,592,7,648,324
735,577,12,1071,536
735,577,12,1071,536
906,577,15,1378,689
906,577,15,1378,689
1007,563,17,1521,761
1007,563,17,1521,761
995,558,17,1563,782
995,558,17,1563,782
922,568,17,1558,779
922,568,17,1558,779
781,581,11,1037,518
781,581,11,1037,518
506,606,7,693,346
506,606,7,693,346
327,613,7,657,329
327,613,7,657,329
69,595,2,155,78
69,595,2,155,78
0,550,0,14,7
0,550,0,14,7
48,551,0,6,3
48,551,0,6,3
258,575,1,95,48
258,575,1,95,48
508,589,7,633,317
508,589,7,633,317
727,571,12,1056,528
727,571,12,1056,528
901,579,15,1371,685
901,579,15,1371,685
1007,571,17,1540,770
1007,571,17,1540,770
1018,566,17,1574,787
1018,566,17,1574,787
959,571,17,1538,769
959,571,17,1538,769
834,578,14,1284,642
834,578,14,1284,642
627,585,11,1042,521
627,585,11,1042,521
370,594,7,689,344
370,594,7,689,344
89,594,3,253,127
89,594,3,253,127
48,540,0,6,3
48,540,0,6,3
263,589,1,107,54
263,589,1,107,54
510,587,7,632,316
510,587,7,632,316
733,569,11,1050,525
733,569,11,1050,525
906,577,15,1367,683
906,577,15,1367,683
1008,573,17,1527,764
1008,573,17,1527,764
1001,569,16,1494,747
1001,569,16,1494,747
885,573,16,1467,733
885,573,16,1467,733
719,565,15,1344,672
719,565,15,1344,672
495,576,13,1215,607
495,576,13,1215,607
353,594,6,621,311
353,594,6,621,311
85,589,2,202,101
85,589,2,202,101
45,555,0,7,4
45,555,0,7,4
175,616,1,120,60
175,616,1,120,60
342,626,3,346,173
342,626,3,346,173
673,573,11,998,499
673,573,11,998,499
851,576,14,1282,641
851,576,14,1282,641
873,587,14,1353,677
873,587,14,1353,677
871,566,18,1592,796
871,566,18,1592,796
682,585,6,525,262
682,585,6,525,262
407,576,7,665,333
407,576,7,665,333
226,602,1,100,50
226,602,1,100,50
95,632,3,339,169
95,632,3,339,169
27,629,2,235,117
27,629,2,235,117
56,564,0,8,4
56,564,0,8,4
229,596,1,139,69
229,596,1,139,69
463,601,6,547,274
463,601,6,547,274
682,589,10,960,480
682,589,10,960,480
848,595,13,1273,636
848,595,13,1273,636
943,580,16,1446,723
943,580,16,1446,723
957,567,16,1480,740
957,567,16,1480,740
885,565,16,1423,711
885,565,16,1423,711
733,572,14,1251,625
733,572,14,1251,625
516,581,10,975,488
516,581,10,975,488
263,601,6,605,302
263,601,6,605,302
55,605,2,228,114
55,605,2,228,114
45,540,0,10,5
45,540,0,10,5
223,610,1,142,71
223,610,1,142,71
477,585,6,595,297
477,585,6,595,297
701,569,11,983,492
701,569,11,983,492
869,577,14,1293,647
869,577,14,1293,647
967,569,16,1430,715
967,569,16,1430,715
985,559,16,1473,736
985,559,16,1473,736
881,556,15,1381,691
881,556,15,1381,691
662,568,14,1284,642
662,568,14,1284,642
388,578,11,994,497
388,578,11,994,497
117,595,7,665,332
